"id","submitdate","lastpage","startlanguage","Q1S1","Q1a","Q2S1","Q3S2","Q3S3","Q3S4","Q3S5","Q3S6","Q4S1","Q4S2","Q4S3","Q5S1","Q5S2","Q5S3","Q6","Q7","Q8S1","Q8S2","Q8S3","Q8S4","Q9","Q10S2","Q10S3","Q10S4","Q10S5","Q10S6","Q11S2","Q11S3","Q11S4","Q11S5","Q11S6","Q11S7","Q12S1","Q12S2","Q202S1","Q202S2","Q202a","Q203S1","Q203S2","Q203a","Q204S1","Q204S2","Q204a","Q208S1","Q208S2","Q208a","Q207S1","Q207S2","Q207a","Q205S1","Q205S2","Q205a","Q206S1","Q206S2","Q206a","Q209S1","Q209S2","Q209a","Q201S1","Q201S2","Q201a","Q210S1","Q210S2","Q210a","Q211S1","Q211S2","Q211a","Q212S1","Q212S2","Q212a","Q213S1","Q213S2","Q213a","Q200S1","Q200S2","Q200a","Q103SQ001","Q103SQ002","Q103SQ003","Q104SQ001","Q104SQ002","Q104SQ003","Q104SQ004","Q105","Q14","Q14comment","Q16","Q17","Q18"
"61","1980-01-01 00:00:00","5","en","Xpos","A1","2fast","Somet","Usual","Usual","Usual","Usual","individual instrument lessons","smaller jam groups","Pete's discussions in the mornings","I would not like to be in a group with talented your folks under 18 yrs. old.","Large jam groups","","How to learn a melody of a song.  ","singing lessons","VG","VG","SP","VG","","Xpos","Vpos","Xpos","Pos","Vpos","ADQ","NM","NM","","","","5","5","","","","","","","","","","Pos","Pos","","Xpos","Xpos","He was fabulous.  He taught me all the options I have available within a scale to add fill in licks.  I would like to have more time with him.  I only had one lesson.  The experience teachers mainly work with the more experience musicians.","Vpos","Vpos","He seemed a little inexperience with the fiddle.  ","Vpos","Vpos","Very kind and gave us confidence that we belong in a jam group.","Vpos","Vpos","Very good coach in a small jam group. I learned more from him how to lead a jam","","","","Vpos","Vpos","","","","","","","","","","","Xpos","Xpos","I learned so much from his discussions in the mornings. Fabulous leader and director. very organized","","A2","A2","A2","A2","A1","A2","Delicious! very good.","A2","","","",""
"62","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Alway","Alway","Rarel","Alway","Usual","Jamming with old friends (and new)","Exposure to great musicians and teachers","Feeling part of Merlefest - not just watching it","","","","","","","","EX","ADQ","","Xpos","Xpos","Xpos","Xpos","Xpos","","","","","","","5","5","Xpos","Xpos","","","","","","","","","","","Xpos","Xpos","Keith is like a box of chocolates - you never know what you're going to get, but you know it's going to be tasty.","Xpos","Xpos","","","","","","","","","","","Xpos","Xpos","A natural teacher - definitely a keeper.","","","","","","","","","","Xpos","Xpos","","","","","","A1","A1","","No complaints","A14","Flyer in 2000","Best week of the year, every year - keep up the good work!","",""
"64","1980-01-01 00:00:00","5","en","Xpos","A2","2fast","Usual","Alway","Rarel","Alway","Somet","jamming","food","atmosphere","Increase quantity and quality of instructors OR lower the limit on number of participants","More involvement in coaching the jams","More dedicated ""slow jams"" so all can participate","jam coaching","Stage performances","VG","VG","EX","EX","","Vpos","Vpos","Xpos","Xpos","Pos","SP","SP","SP","SP","VG","SP","5","5","Xpos","Xpos","Always forthcoming  with helpful suggestions","Neg","Neg","Steve was sick, so I guess I have to cut him a break, however, Steve tends to get carried away into his slick playing during the jam sessions . I KNOW Steve can play . Show me how to do it!","Pos","Neg","Scooter spends too much time spinning yarns.  Let's pick!","","","Did not spend time with Joan","","","Did not spend time with Keith but in the past he has been one of your best instructors.","Xpos","Xpos","Number 1 instructor. The best.","","","Did not spent time with Leigh","Vpos","Vpos","Very helpful and attentive.","","","","","","","","","","","","","","","","Vpos","Vpos","","","","","","A2","","","very good. maybe a notch down from years past","A3","","Lots of returning jammers each year raise the level of the camp. However, in some ways it detracts from the learning.  I felt the classes were geared either novice or advanced.
Being a intermediate player, I felt a little lost in the open jams because they always gravitated to the highest common denominator.

Somehow it is always hard to get people to  break up a 20 person jam into smaller groups.

A few  times our jamming group was without an instructor.","Overall Wernick Jam camps are the BEST. I appreciate the fact that Pete is listening and open to suggestions and is totally willing to make changes.","Mike Stagich"
"65","1980-01-01 00:00:00","5","en","Vpos","A2","Right","Usual","Alway","Rarel","Usual","Usual","Great teachers","Friendly people","clear instruction from Pete ","Tell folks to keep it clean, no cursing ","More patience with beginners","better food ","Folks need more room on cabin stage or to spread out; but probably not possible.","","EX","EX","EX","EX","","Xpos","Xpos","Xpos","Xpos","Xpos","EX","EX","EX","EX","EX","EX","5","5","Xpos","Xpos","Scott is one of the best teachers you have.  ","Xpos","Xpos","Steve is amazing. ","Xpos","Xpos","Scotter is great.  ","","","I've learned a lot from Joan, but she needs to be more patient with people and not so rude. ","Xpos","Xpos","Best all around attitude. Excellent teacher.  ","Xpos","Xpos","Great teacher and great personality. ","Xpos","Xpos","Great teacher. ","Xpos","Xpos","Great. ","","","","","","","","","","","","","Xpos","Xpos","Friendly guy, but I didn't know he was a teacher. ","Xpos","Xpos","Great example, and great teacher. ","A1","A1","A1","A1","A1","A2","A1","OK ","A2","","Excellent camp, please keep it going. ","",""
"66","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Alway","Alway","Rarel","Alway","Somet","Loved my sessions with Keith Yoder both in the bass class and improvisation elective","Enjoyed the end of camp jamboree","Loved the ability to play with and interact with pro players like Keith, Scott Freeman, Steve Lewis, Pete and Joan. These people are far outside my musical league and I would never have a chance to play with people like this otherwise.","More organization of the jam groups. I had 2 jam group sessions this year that did not have a coach show up.","Consider the coaches using the walkie- talkies that camp Harrison provides to stay in better touch.","","The harmony instruction this year did not feel quite so organized as prior years.  Consider having 3 coaches teach the harmony class instead of just Pete doing all three parts. Then the coaches could each take a part and show how it is done.","nothing","EX","EX","VG","EX","No, I thought that as usual, pre camp materials were great","Xpos","Xpos","Xpos","Xpos","Pos","","","","","VG","EX","5","5","","Xpos","A gentleman and very talented. Went out of his way to do personal coaching for me.","Xpos","Vpos","Stellar musician. Patient. Supported the Jam group well.","","","","Xpos","Xpos","Wonderful and a great teacher.","Xpos","Xpos","Probably the best instructor on staff. VERY motivated and engaged. Learned the most from him.","Xpos","Xpos","Great energy and enthusiasm. Knows how to get people engaged.","","","Did not work with ","","","Did not work with","","","Did not work with","","","Did not work with","Pos","Pos","Nice fellow, but a little disappointing as a coach. Needs to be more interactive.  Just kind of hangs back. Did not really do any instruction or coaching. A little disappointing. ","","","Did not work with","","","Did not work with","Xpos","Xpos","What can I say? Remains the best, and the reason I return.","","","","","A1","","","Slightly off this year compared to prior years but still great. No major complaints.","A3","","Another great year. Overall, I think the large size of camp seemed to be stressing the coaches. You might have found the limit to expansion. Seemed to function a little better in the past at a slightly smaller overall size.  I also heard the coaches privately complaining about disorganization this year - something I have never heard before.  I think using the walkie talkies might help so the coaches can stay in touch - if it could be done in a non disruptive way.","",""
"67","1980-01-01 00:00:00","5","en","Vpos","A1","Right","Alway","Alway","Somet","Usual","Usual","getting to know the campers and instructors","high quality of instructors who really care about us","great place for my children to work on their jamming skills and learn new material","80 campers might have been a little too many - 60 or so  might be a better number
","more instructor led slow jams","","add harmony singing to the jam camp jamboree (maybe with instructors participating with us) ","can't think of anything","EX","EX","EX","EX","might send YouTube links of standard BG songs ","Xpos","Xpos","Xpos","Vpos","Vpos","VG","VG","VG","EX","EX","VG","5","5","Xpos","Xpos","great teacher","Xpos","Xpos","wonderful teacher, down to earth","Vpos","Vpos","very good instructor (but didn't get to spend much time with him)","Xpos","Xpos","always great, cares about everyone and wants to see us succeed","Xpos","Xpos","one of very best teachers I've ever worked with","Xpos","Xpos","most dedicated instructor of them all!","Xpos","Xpos","very helpful and fun to be around, enthusiatic","Xpos","Xpos","quiet but extremely dedicated and good to work with","","","didn't get to work with him","","","didn't get to work with  her","Vpos","Vpos","good job for first time","","","didn't work with him","Xpos","Xpos","worked well with younger campers ","Xpos","Xpos","really cares about us all (even those of us who are more ""senior""), thankful he continues to do jam camp especially so that my younger children are exposed to him ","","","A2","A2","A1","A1","","very good as usual","A14","have attended many previous jamcamps  so we knew about this. ","Tell Pete and Joan thanks for another great camp!  Hope to see them next year.  Our 7-year old son might be ready to join us by then.
Our other sons, Walt and Noah, would love to have a Henderson guitar and mandolin if Pete can get them moved up on his ""list""!

Thanks.
Dan Williams","","Dan Williams"
"68","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Usual","Alway","Rarel","Alway","Usual","Coaches","My jam group","Comradery ","More class options","Longer instrument class time","","I think a longer time in instrument class, or at least that option, would be great","Possibility for another class during harmony class. ","EX","EX","EX","EX","I dont think there needs to be improvement there ","Xpos","Xpos","Xpos","Xpos","Vpos","VG","EX","VG","EX","VG","VG","5","5","Xpos","Xpos","Excellent coach! ","Xpos","Xpos","Didn't get as much time with him this year but he's a great teacher!","Xpos","Xpos","So interesting to talk to and a great coach. ","Xpos","Xpos","Always love Joan!","Xpos","Xpos","I learn so much from Keith every year and thoroughly enjoy him!","Xpos","Xpos","Amazing amazing coach. And so fun to jam with!","Xpos","Xpos","Leigh is excellent!","Xpos","Xpos","Dee is an excellent coach. He pushes students that he's comfortable with in the best way!","","","Didn't get a chance to work with cecil this year","Xpos","Xpos","Julie is very sweet. Quiet but very sweet and knowledgeable. ","","","Didn't work with Zeb","","","Didn't work with  Brandon","","","Didn't work with Liam but he's a great kid","Xpos","Xpos","Pete is a wealth of knowledge!","A1","","","A1","A1","A1","","Great!","A13","","There were a few situations in which some of the younger girls were made to feel uncomfortable (socially) by one of the non-campers. I feel like the young people, especially the younger girls, would benefit from hearing/understanding that they can approach any coach or adult to discuss any situation in which they feel uncomfortable, with the knowledge that it will be well received. ","I thoroughly enjoy camp and look so forward to it every year!",""
"69","","4","en","Xpos","A2","Right","Usual","Usual","Rarel","Alway","Alway","Instruction from better fiddle players ","Jamboreee!!! ","That they encourage you to take a break even if you don't know it. It really helps you improve! ","Skill level could be better organized by band ","","","","","VG","VG","VG","EX","","Vpos","Xpos","Xpos","Vpos","Xpos","ADQ","EX","ADQ","VG","EX","EX","5","5","Xpos","Xpos","He's very talented and the best teacher I've learned from! ","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","I love her! She has a sweet spirit. ","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","","","","","","","","","","","","",""
"70","1980-01-01 00:00:00","5","en","Xpos","A2","","Alway","Alway","","","Alway","jam groups","informal interactions","listening to others play","","","","","","EX","VG","EX","EX","","","Vpos","Xpos","","Xpos","","","","","","","5","4","","","","","","","","","","Xpos","Xpos","","","","","Xpos","Xpos","","","","","","","","","","","","","","","","","","","","","","","Vpos","Xpos","","","","","A1","A1","","","","","","","",""
"71","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Alway","Alway","Rarel","Alway","Alway","Meeting new people ","Making new friends","Getting to jam with people ","","","","","","EX","EX","EX","EX","","Xpos","Xpos","Xpos","Xpos","Xpos","EX","EX","EX","EX","EX","EX","5","5","Xpos","Xpos","","Xpos","Xpos","","","","","Xpos","Xpos","","Xpos","Xpos","","Xpos","Xpos","","","","","","","","","","","","","","Xpos","Xpos","","","","","Xpos","Xpos","","Xpos","Xpos","","A1","A1","A1","","A1","A1","","Very good","A11","","","","Emma Lowe"
"72","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Usual","Alway","Rarel","Alway","Usual","The opportunity to jam with friends- new and old","Instrumental break-outs","Open-mic"," consider jam groups based on 1) knowledge of more than 10 songs, 2) knowledge of 5 songs, 3) no knowledge of songs - and have a coach","Extend jam time to 1 2/2 hours in the morning and the same in the afternoon","","","","VG","VG","VG","EX","","Xpos","Xpos","Xpos","Pos","Vpos","","","","","VG","","5","5","","","","Xpos","Xpos","I always pick up good tips when listening to Steve. Can't get enough. He's an amazing musician and a gifted teacher. ","Neg","Neg","When Scooter was coaching our jam group, he talked a lot and I'm not sure really what he was saying. I have had him as a coach in the past and he has been ""right on"". He's a wonderful musician and I've enjoyed his breakout sessions in the past. I am sorry that he is battling cancer and admire him for coming to camp to help us. ","","","","","","","","","","","","","Xpos","Xpos","Dee was a big help when he coached our jam group. He gave some really good feedback and advice. To the point. We played song after song and the jam moved along quite nicely. ","Xpos","Xpos","Cecil was very patient and offered advice in a kindly manner. He was helpful to us all, but was especially helpful to the fiddle player who was trying to switch from classical to bluegrass. The jam moved along nicely.  Hope he comes back next year! ","","","","","","","","","","","","","Xpos","Xpos","As many times as I have heard Pete talk, I ALWAYS pick up new things to incorporate into my playing and singing. This year's harmony workshop helped me understand yet another nuance of harmony that I had not understood in previous harmony workshops at camp.","","","","A1","A2","A1","","The cafeteria does a great job! ","A13","","","I was frustrated this year the first day of my jam group when no one knew any songs! Peter does a great job sending out information ahead of time and a list of songs we should learn. It was frustrating to go around the circle and people would take 10 minutes to search for a song to sing in a book. That's why I think it might be a good idea to group the jams according to 1) lots of songs, 2) some songs and 3) first timers,

Love the camp! Overall, it was a fun and worthwhile experience! ",""
"73","","4","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Alway","Alway","Rarel","Alway","Alway","learning more about the fiddle","being able to jam ","making new friends who love bluegrass","","","","","","EX","EX","EX","EX","","Xpos","Xpos","Xpos","Xpos","Xpos","EX","VG","VG","VG","EX","EX","5","5","Xpos","Xpos","","Xpos","Xpos","","","","","","","","","","","","","","","","","","","","","","","Xpos","Xpos","","","","","","","","Xpos","Xpos","","","","","","","","A1","A1","A2","","it's always really good","A12","","I had a really great time and I learned a lot.  Thank you for allowing me to attend this year!","","Hallie Younger"
"76","1980-01-01 00:00:00","5","en","","A2","","Alway","Alway","Rarel","Alway","Alway","Kieth Yoder","Kieth Yoder","Kieth Yoder","Change the jam groups up a bit","na ","na","Kieth yoder is the best teacher I've ever met","na","EX","EX","EX","EX","na","Xpos","Xpos","Xpos","Xpos","Xpos","","","","","EX","EX","5","5","Xpos","Xpos","Love Scott, he gave me a private fiddle lesson and it was good","Xpos","Xpos","didn't  get with him much","","","did not talk to scooter","Xpos","Xpos","Joan is so awesome.....I love her to death, love her voice. I consider her an Icon!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Xpos","Xpos","Unbelievable.....Love him to death","Xpos","Xpos","Had a great time jamming with Gilbert, awesome guy","","","na","","","na","Xpos","Xpos","","Xpos","Xpos","awesome young lady","Xpos","Xpos","Zeb is just incredible....loved him as well","Xpos","Xpos","Loved Brandon","","","na","Xpos","Xpos","","A1","","","A1","A1","A1","A1","great","A8","","Keep it up","","Bryan Mabe"
"77","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Usual","Alway","Rarel","Usual","Usual","The decision-making and organization this year was excellent.  Much better than in previous years. ","Being with the other campers","The instructors were outstanding","","","","I liked the emphasis on jamming. ","","EX","VG","VG","EX","They were fine.   Liked the pre-camp distribution. ","Xpos","Vpos","Xpos","Vpos","Vpos","","","","VG","","","5","4","","","","","","","","","","Vpos","Vpos","","Xpos","Xpos","","Xpos","Xpos","","Vpos","Vpos","","Xpos","Xpos","","Xpos","Xpos","Excellent teacher.  ","","","","","","","","","","","","","Vpos","Vpos","","","","","A2","A3","","","","A13","","","",""
"78","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Alway","Alway","Rarel","Alway","Alway","quality of coaching","opportunity to play with good musicians","location / food","I really can't think of anything.  It was remarkably  well-organized  given the number of campers.  ","","","","","EX","EX","EX","","","Xpos","Vpos","Xpos","Xpos","Xpos","","","","","VG","","5","5","Xpos","Vpos","","","","","Vpos","Xpos","","","","","Xpos","Xpos","Keith is a gem!","Vpos","Vpos","","","","","Vpos","Xpos","Dee was able to arrange his presentation to accommodate a wide range of skill levels.","","","","","","","","","","","","","","","","","","","","","","A2","A1","A1","","Any time food appears in front of me and I had nothing to do with it, I'm thrilled!","A11","","RB and I have been to more jam camps than Pete!   This one, as far as I'm concerned, ran the smoothest of all.  Good work, Everybody!","","Bridget Allen"
"79","","1","en","Xpos","A1","2fast","Alway","Usual","Usual","Alway","Alway","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80","1980-01-01 00:00:00","5","en","Vpos","A1","Right","Usual","Alway","Rarel","Alway","Alway","The opportunity to jam","The positive and encouraging support of the instructors. ","Encouragement to learn to sing and the coaching on singing ","Better communication of upcoming schedule and what to except from one day to the next. ","More time to jam and less emphasis on preparing to perform for an audience ","","","Performing for an audience ","ADQ","VG","ADQ","VG","Add a schedule of what to expect each day - when the day begins and ends, what happens in the morning, afternoon and evening. Understanding that this is tentative but at least providing an outline of what to expect. ","Vpos","Xpos","Xpos","Xpos","Xpos","ADQ","ADQ","VG","ADQ","","EX","5","5","","","","","","","","","","","","","","","","Xpos","Xpos","","Xpos","Xpos","","","","","","","","Vpos","Vpos","The 1st class with Julie was not well organized with students at various levels and no clear objectives. The second class focused on learning specific melodies and the participants were all at the same level. The 2nd class was very productive. ","","","","","","","","","","Vpos","Vpos","","","","","","A1","A3","A1","Excellent ","A2","","","",""
"81","","1","en","Xpos","A2","Right","Usual","Alway","Rarel","Alway","Alway","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82","1980-01-01 00:00:00","5","en","Vpos","A1","Right","Alway","Usual","Somet","Usual","Usual","Wed night show","Singing class","Learning how to lead a jam","More flexibility for students to chose electives","Flexible (optional) late afternoon schedule. Long day for some.","","","","EX","VG","VG","VG","","Vpos","Vpos","Vpos","Vpos","Vpos","","","","VG","","VG","4","5","","","","","","","","","","","","","","","","Xpos","Xpos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","A1","","","A2","","","",""
"83","","2","en","Xpos","A2","Right","Usual","Alway","","Alway","Alway","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84","","1","en","Vpos","A2","2slow","Usual","Usual","Somet","Usual","Somet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85","1980-01-01 00:00:00","5","en","Vpos","","2slow","Usual","Usual","Somet","Usual","Somet","Jamming with and catching up with old friends and making new ones.","Improving a little bit.","Being around amazing musicians like Pete, Joan, Scott, Keith, etc.","The quality of coaching makes the whole thing work. The two new coaches I had seemed unsure of their role in the jam group. One was extremely laid back and seemed to add even more down time between songs/slow the momentum of the jam, the other accepted an invite to play along but we needed to be observed and offered suggestions, not another player.  Neither offered much by way of constructive criticism, although both were very nice and are good musicians. Maybe have them shadow Keith or Gilbert?","I need more practice in harmony singing with other people singing the same part before I'm ready for a trio, and I'm not the only one. Can you please keep a group lesson going alongside the trios for those of us who need to practice singing parts with other people on the same part? Or maybe try groups of six?","The amazing kids are one of my favorite parts of camp, but I struggled this year with kids in my jam group and instrument classes. It might be a good idea to make sure there's an experienced coach in jam groups where a kid is jamming for the first time, to help explain the ground rules and observe how they're doing. And the instrument class teachers need to be aware of issues like kids noodling while they're explaining or demonstrating, and take steps to correct it. ","The electives are great. I wish there was a way to take more than one.","","ADQ","VG","ADQ","ADQ","","Pos","Vpos","Vpos","Vpos","Pos","","","","","NM","NM","5","5","Vpos","Vpos","More difficult to get through a group lesson when the group is 10 or more people, but appreciated what we worked on. ","","","","","","","","","","Vpos","Vpos","Keith is an amazing coach; having him step in and coach my jam group saved the experience for me.","","","","","","","","","","","","","Pos","Pos","Julie is very nice and capable and I'd be happy to see her back next year, but I think she needs a stronger sense of the leader's role in both the jam group and the instrument class. ","Neg","Neg","Zeb is very laid back. I'm used to more input from jam leaders, and more help keeping the momentum of the jam going. ","","","","","","","Vpos","Vpos","","","","","A2","A3","A2","","It was not great, not nearly as good as the previous two years. Please bring back the good food!!!","A2","","Thank you, Pete.","",""
"86","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Alway","Usual","Somet","Alway","Usual","Quality and variety of the coaches/instructors","Opportunity to jam with experienced pickers","Chance to learn to play the bass.","Improve the sound system.","Separate after- hours slow  jam.","Make sure every camper has at least 3 jam songs; and put together a comprehensive list of the songs, by camper.","More work on finding the melody, and then building a break around the melody.
More optional choice activities.","Nothing sticks out.","EX","VG","VG","EX","Emphasize having 3 songs to jam.","Xpos","Xpos","Xpos","Vpos","Vpos","VG","ADQ","VG","SP","VG","VG","4","4","Vpos","Vpos","","Vpos","Vpos","","","","","Xpos","Xpos","","Xpos","Xpos","Learned a great deal from Keith and enjoyed working with him.","Xpos","Xpos","Very positive experience with Gilbert. So much so that I am planning on taking some private lessons from him.","Vpos","Vpos","","Vpos","Vpos","","Vpos","Vpos","","Vpos","Vpos","","Pos","Pos","","Pos","Pos","","Pos","Pos","","Vpos","Xpos","Need to develop some new jokes. Missed some of the history of bluegrass.","A2","","","A2","A1","","","Good variety and quality.","A3","","Pete: Thanks for your continued encouragement. Thanks largely to you, I am seeing significant progress in my playing.","Some of the new instructors didn't appear well versed in Pete's jamming protocols, (tick-tick-tock-tock, etc.)","Daive Stuart"
"87","1980-01-01 00:00:00","5","en","Vpos","A2","Right","Usual","Usual","Somet","Alway","Alway","The level of experience of the instructors.","The fact that the instructors took whatever time was nessesary for everyone to understand what was being taught.","The fact that the instructors pushed you to go beyond what you thought your limits where.","Since it was my first time at jam camp, I don't know if I would change anything at this point.  I found myself learning on all levels, so how do you improve that.","","","I really enjoyed and got more out of learning how to solo.","Nothing","EX","VG","EX","VG","N/A","Xpos","Xpos","Xpos","Xpos","Xpos","EX","EX","EX","EX","EX","EX","4","5","","","No classes with him.","Vpos","Vpos","I took only 1 class, The History of Bluegrass, from him, but he was very knowledgeable about the subject.","","","No classes with him.","","","No classes with her.","Vpos","Vpos","I didn't have any classes with him, but he did approach me and engage in conversation.  He was very personable and seemed interested in me being at Jam Camp.","Xpos","Xpos","I was impressed with Gilberts knowledge of music and his willingness to push me beyond what I believed my limits to be.  His ability to draw people out of their shell is remarkable.  In my case it was singing, something I have not always been comfortable with in front of people I don't know.","Xpos","Xpos","Leigh was very personable, easy to talk to, and patient.","Xpos","Xpos","Dee took a lot of time working with students on picking out song melodies and developing runs for playing solos.  I really enjoyed his classes.  He was very motivational to me to keep going and improving my playing and soloing skills.  Dee is a great teacher!","","","I had no classes with Cecil.","","","I had no classes with Julie.","","","N/A","","","N/A","","","N/A","Xpos","Xpos","I like the fact that Pete has a great deal of patience and thinks that everyone can sing.","A1","","A1","","","A2","","I thought the food was great!","A13","My nephew from. Boone attended Jam Camp last year and thought that I would like it, so he talked me into it.  Most fun I've had in years!","I had a great time after being apprehensive about it I'm glad I attended.  Thanks for having me.","I wish I had attended sooner.","Robert (Bobby) Rountree"
"88","","1","en","Xpos","A2","2slow","Usual","Somet","Rarel","Alway","Usual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89","1980-01-01 00:00:00","5","en","Vpos","A2","2slow","Usual","Usual","Rarel","Usual","Alway","Learning more music theory","Getting more comfortable talking to new people ","Learning to take breaks ","More Music less talking in jam sessions","Would like to learn more jam etiquette ","Mix ages more in jam bands ","","","VG","SP","ADQ","EX","","Vpos","Vpos","Vpos","Neg","Vpos","Ns","VG","VG","","NM","","5","5","Xpos","Vpos","Good teacher, kept it simple","",""," I wish I had taken his class. I heard it was the best class at the whole camp ","","","","","","","Xpos","Xpos","Very friendly. Made me feel at ease. ","Xpos","Xpos","","","","","","","","","","","Neg","Pos","Not challenging enough","Pos","Vpos","","","","","Pos","Vpos","","Vpos","Vpos","Very encouraging ","","","","","A2","A2","A3","Really good","A13","","PA system class was terrible. Sorry I used my time for it. ","",""
"90","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91","1980-01-01 00:00:00","5","en","Xpos","A2","Right","Alway","Alway","Rarel","Usual","Alway","The meeting of friends from previous camps","The instrumental breakout sessions were excellent,  particularly bass instruction","seeing progress from year to year with the young jammers.  Also the white board with group assignments was very efficient and saved time.  ","put all  participants in new jam groups each day.   do not let groups jam only with the same people,  keep mixing the people.","More instructors jamming with low level jammers in the evenings.   Gilbert and Keith did jam with lower ability levels.
These people need the time in good jams and sometimes they felt left behind in the evenings.","Some groups worked on their performance songs in all the sessions.   Some members of those groups were quite frustrated with the only one focus for the week.","History sessions possibly in the evenings.  Bluegrass has a very interesting history related to the culture.  People can feel part of the culture if they learn some of the culture.   Pete is great at the history and I missed that part. ","Getting ready for the Wednesday night jamming groups.  Some worked only other performance songs for three days.  Had e band scramble at 6:00 and start to perform at 7:00 on Wednesday.","EX","VG","VG","EX","Encourage new jammers pick out melodies on their instrument by trial and error before they arrive and learn chords to fit them.","Xpos","Vpos","Xpos","Neg","Xpos","VG","ADQ","VG","VG","VG","VG","5","5","Xpos","Vpos","","Xpos","Xpos","Great comments in the jam coaching.  I took a private lesson.  Very good teacher.  Would not take money but he accepted fishing lures.","Xpos","Xpos","Made the beginners think about song leading.   Forces the best out of people.  Very knowledgeable and has great insights.
Spends time jamming with campers. ","","","","Xpos","Xpos","Always coaching and very enrolling of people into jams.  Spent in jams.  Excellent instruction on bass.  A treasure for the camp.","Xpos","Xpos","Spent evenings jamming with campers every night.   Could use five more coaches like him playing and leading jams at night.","","","","Xpos","Xpos","Excellent jam coach.  Fun to be around.  Has a lot of common sense advice to musicians.","Xpos","Xpos","Great bass coaching and was a gem in jams during break time.  Has a lot of teaching experience and that was obvious.","","","","","","","Xpos","Xpos","Excellent Bass Clinics.  very skilled at teaching a group and having us be successful with new material.","","","","Xpos","Xpos","Pete is strong at encouraging new jammers to do it right.  Particularly effective with young musicians who want to keep doing it their way and getting them to learn the function of the rules ","","","","A2","A2","A1","","Very adequate and certainly enough.  Salads were very good.  Beverages are the best.  desserts were too good. ","","Jam class at Merlefest by Pete in 2000","Bridget and I owe our musical fun to Pete and Joan.

We missed Chris and Rick Saenz this year","Bridget Allen's email is bmallen70@gmail.com","R.B. Powell    "
